User,Trial,Choice_itemID,Choice_itemName,Choice_category,Pref_Purple,Pref_Blue,Pref_Green,Pref_Red,Pref_Orange,Pref_Risk,Pref_Hope,Pref_Safety,Pref_Vitality,Pref_Power,Pref_Literature,Pref_Physics,Pref_Music,Pref_History,Pref_Geography,Pref_Sea,Pref_Desert,Pref_City,Pref_Mountain,Pref_Village,Payoff_Purple,Payoff_Blue,Payoff_Green,Payoff_Red,Payoff_Orange,Payoff_Risk,Payoff_Hope,Payoff_Safety,Payoff_Vitality,Payoff_Power,Payoff_Literature,Payoff_Physics,Payoff_Music,Payoff_History,Payoff_Geography,Payoff_Sea,Payoff_Desert,Payoff_City,Payoff_Mountain,Payoff_Village,EV_Purple,Var_Purple,RPE_Purple,EV_Blue,Var_Blue,RPE_Blue,EV_Green,Var_Green,RPE_Green,EV_Red,Var_Red,RPE_Red,EV_Orange,Var_Orange,RPE_Orange,EV_Risk,Var_Risk,RPE_Risk,EV_Hope,Var_Hope,RPE_Hope,EV_Safety,Var_Safety,RPE_Safety,EV_Vitality,Var_Vitality,RPE_Vitality,EV_Power,Var_Power,RPE_Power,EV_Literature,Var_Literature,RPE_Literature,EV_Physics,Var_Physics,RPE_Physics,EV_Music,Var_Music,RPE_Music,EV_History,Var_History,RPE_History,EV_Geography,Var_Geography,RPE_Geography,EV_Sea,Var_Sea,RPE_Sea,EV_Desert,Var_Desert,RPE_Desert,EV_City,Var_City,RPE_City,EV_Mountain,Var_Mountain,RPE_Mountain,EV_Village,Var_Village,RPE_Village,Regret,Disappointment,Uncertainty
1,11,7.0,Hope,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,2.0,,,2.0,,,,,,,2.0,,4.0,,,,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.461,3.16058,0.77,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,-1.82,0.240351105
1,12,2.0,Blue,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,4.0,,,,3.0,,,,,,,,,2.0,,,1.0,,,0.0,1.0,,1.2,4.2,4.0,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.461,3.16058,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,1.575454545,0.192307692
1,13,1.0,Purple,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,2.0,,,,,,,,,2.0,,,2.0,,,,,,,4.0,0.6,1.8,2.0,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.9,2.8,,0.0,1.0,,1.461,3.16058,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,2.0,-0.555833333,0.357142857
1,14,5.0,Orange,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,,1.0,,,,3.0,,2.0,,,,,,4.0,,,,0.6,1.8,,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.93,2.802,0.1,0.0,1.0,,1.461,3.16058,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,0.6,1.8,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,-2.413076923,0.263019463
1,15,12.0,Physics,Disciplines,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,4.0,,,,,2.0,,,,2.0,,,,,,,2.0,,0.6,1.8,,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.461,3.16058,,0.0,1.0,,0.6,1.8,,0.0,1.0,,0.0,1.0,,1.02,2.192,1.4,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,-0.940714286,0.313283208
1,16,10.0,Power,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,2.0,,,,,,3.0,2.0,,,,,,3.0,,,,0.6,1.8,,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.461,3.16058,,0.0,1.0,,0.6,1.8,,0.9,2.8,3.0,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,0.722,0.263157895
1,17,7.0,Hope,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,3.0,,,,,,2.0,,,,,,2.0,,,,,,3.0,,0.6,1.8,,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,0.539,0.0,1.0,,0.6,1.8,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,1.0,-1.784125,0.237040734
1,18,2.0,Blue,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,1.0,,,,3.0,,,,,,,,,2.0,,,4.0,,,0.6,1.8,,1.14,4.208,-0.2,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.0,1.0,,0.6,1.8,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,-2.418176471,0.192012289
1,19,8.0,Safety,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,,3.0,,,3.0,,,,2.0,,,,2.0,,,,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,3.0,0.6,1.8,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.0,1.0,,,0.916166667,0.263157895
1,20,20.0,Village,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,3.0,,,,,,2.0,,,,,2.0,,,,,,3.0,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,0.6,1.8,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,0.9,2.8,,0.9,2.8,,0.9,2.8,3.0,,0.867947368,0.263157895
1,21,18.0,City,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,1.0,,,,,,3.0,,,,,,,2.0,,,,4.0,,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,0.6,1.8,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,1.83,4.722,3.1,0.9,2.8,,0.9,2.8,,0.0,0.92455,0.174764069
1,22,9.0,Vitality,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,4.0,,,,,,2.0,,2.0,,,,,,,,2.0,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,1.02,2.192,1.4,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,1.83,4.722,,0.9,2.8,,0.9,2.8,,,-0.81947619,0.313283208
1,23,20.0,Village,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,2.0,,,,,,3.0,,,,2.0,,,,,,,,3.0,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.0,1.0,,2.04,5.768,,0.0,1.0,,1.83,4.722,,0.9,2.8,,1.53,3.682,2.1,,-0.082227273,0.213583938
1,24,15.0,Geography,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,1.0,,3.0,,,,,,,,,2.0,4.0,,,,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,0.6,1.8,,0.0,1.0,,0.6,1.8,2.0,2.04,5.768,,0.0,1.0,,1.83,4.722,,0.9,2.8,,1.53,3.682,,,-0.178652174,0.357142857
1,25,13.0,Music,Disciplines,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,,4.0,,,,,2.0,,,2.0,,,,2.0,,,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,1.4,0.0,1.0,,0.6,1.8,,2.04,5.768,,0.0,1.0,,1.83,4.722,,0.9,2.8,,1.53,3.682,,,-0.771208333,0.313283208
1,26,19.0,Mountain,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,2.0,,,,,3.0,,,,,2.0,,,,,3.0,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,2.04,5.768,,0.0,1.0,,1.83,4.722,,1.53,3.682,2.1,1.53,3.682,,,-0.04036,0.213583938
1,27,16.0,Sea,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,1.0,,,,,3.0,,,,,2.0,,,,,4.0,,,,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.6227,3.2186842,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,2.628,6.53632,1.96,0.0,1.0,,1.83,4.722,,1.53,3.682,,1.53,3.682,,0.0,-0.178807692,0.132690756
1,28,7.0,Hope,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,4.0,,,,,2.0,,,,,2.0,,,,,2.0,,,,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,0.93,2.802,,0.0,1.0,,1.73589,3.247155258,0.3773,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,2.628,6.53632,,0.0,1.0,,1.83,4.722,,1.53,3.682,,1.53,3.682,,,-1.754885185,0.235451718
1,29,5.0,Orange,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,0.6,1.8,,1.14,4.208,,0.0,1.0,,0.0,1.0,,1.551,3.65898,2.07,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,2.628,6.53632,,0.0,1.0,,1.83,4.722,,1.53,3.682,,1.53,3.682,,,0.000489286,0.214639256
1,30,3.0,Green,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,3.0,,,,,2.0,,,,,2.0,,,,,3.0,,,0.6,1.8,,1.14,4.208,,0.9,2.8,3.0,0.0,1.0,,1.551,3.65898,,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,2.628,6.53632,,0.0,1.0,,1.83,4.722,,1.53,3.682,,1.53,3.682,,,0.930472414,0.263157895
1,31,16.0,Sea,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,2.0,,,2.0,,,,,,,2.0,,4.0,,,,,0.6,1.8,,1.14,4.208,,0.9,2.8,,0.0,1.0,,1.551,3.65898,,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,1.372,0.0,1.0,,1.83,4.722,,1.53,3.682,,1.53,3.682,,,-0.728543333,0.126377566
1,32,2.0,Blue,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,4.0,,,,3.0,,,,,,,,,2.0,,,1.0,,,0.6,1.8,,1.998,5.84392,2.86,0.9,2.8,,0.0,1.0,,1.551,3.65898,,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.0,1.0,,1.83,4.722,,1.53,3.682,,1.53,3.682,,,0.782958065,0.146115092
1,33,20.0,Village,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,2.0,,,,,,,,,2.0,,,2.0,,,,,,,4.0,0.6,1.8,,1.998,5.84392,,0.9,2.8,,0.0,1.0,,1.551,3.65898,,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.0,1.0,,1.83,4.722,,1.53,3.682,,2.271,4.90218,2.47,0.0,0.368490625,0.169428923
1,34,5.0,Orange,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,,1.0,,,,3.0,,2.0,,,,,,4.0,,,,0.6,1.8,,1.998,5.84392,,0.9,2.8,,0.0,1.0,,1.3857,3.7197002,-0.551,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.0,1.0,,1.83,4.722,,1.53,3.682,,2.271,4.90218,,,-2.663675758,0.211877865
1,35,19.0,Mountain,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,4.0,,,,,2.0,,,,2.0,,,,,,,2.0,,0.6,1.8,,1.998,5.84392,,0.9,2.8,,0.0,1.0,,1.3857,3.7197002,,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.0,1.0,,1.83,4.722,,1.671,3.72618,0.47,2.271,4.90218,,,-1.564332353,0.211587371
1,36,17.0,Desert,Places,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,2.0,,,,,,3.0,2.0,,,,,,3.0,,,,0.6,1.8,,1.998,5.84392,,0.9,2.8,,0.0,1.0,,1.3857,3.7197002,,0.0,1.0,,1.73589,3.247155258,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.9,2.8,3.0,1.83,4.722,,1.671,3.72618,,2.271,4.90218,,,1.010362857,0.263157895
1,37,7.0,Hope,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,3.0,,,,,,2.0,,,,,,2.0,,,,,,3.0,,0.6,1.8,,1.998,5.84392,,0.9,2.8,,0.0,1.0,,1.3857,3.7197002,,0.0,1.0,,1.815123,3.261106076,0.26411,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.9,2.8,,1.83,4.722,,1.671,3.72618,,2.271,4.90218,,1.0,-1.753592778,0.234680851
1,38,2.0,Blue,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,1.0,,,,3.0,,,,,,,,,2.0,,,4.0,,,0.6,1.8,,1.6986,6.0431208,-0.998,0.9,2.8,,0.0,1.0,,1.3857,3.7197002,,0.0,1.0,,1.815123,3.261106076,,0.9,2.8,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.9,2.8,,1.83,4.722,,1.671,3.72618,,2.271,4.90218,,,-2.968308378,0.141982514
1,39,8.0,Safety,Abstract,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,,,3.0,,,3.0,,,,2.0,,,,2.0,,,,,0.6,1.8,,1.6986,6.0431208,,0.9,2.8,,0.0,1.0,,1.3857,3.7197002,,0.0,1.0,,1.815123,3.261106076,,1.53,3.682,2.1,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.9,2.8,,1.83,4.722,,1.671,3.72618,,2.271,4.90218,,,0.207805,0.213583938
1,40,3.0,Green,Color,3,4,2,2,3,3,4,3,5,3,3,2,3,2,3,4,2,3,4,2,,,3.0,,,,,,2.0,,,,,2.0,,,,,,3.0,0.6,1.8,,1.6986,6.0431208,,1.53,3.682,2.1,0.0,1.0,,1.3857,3.7197002,,0.0,1.0,,1.815123,3.261106076,,1.53,3.682,,1.02,2.192,,0.9,2.8,,0.0,1.0,,1.02,2.192,,1.02,2.192,,0.0,1.0,,0.6,1.8,,3.0396,6.9127968,,0.9,2.8,,1.83,4.722,,1.671,3.72618,,2.271,4.90218,,,0.202476667,0.213583938
2,1,1.0,Purple,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,,,,,,3.0,,,,,,,2.0,,,,4.0,,,0.3,1.2,1.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,3.0,,0.454545455
2,2,3.0,Green,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4.0,,,,,,2.0,,2.0,,,,,,,,2.0,,0.3,1.2,,0.0,1.0,,1.2,4.2,4.0,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,,3.0,0.192307692
2,3,2.0,Blue,Color,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.0,,,,,,3.0,,,,2.0,,,,,,,,3.0,0.3,1.2,,0.6,1.8,2.0,1.2,4.2,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,0.0,1.0,,,-0.5,0.357142857
